decay_routes
"140Ho,P,100%,0.0keV,P not accounted for ,139Dy,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"140Ho,P,100%,0.0keV,P not accounted for ,139Dy,ECP,11%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
