decay_routes
"107Y,B-,100%,3667.0keV,0.0335seconds,107Zr,B-,100%,2982.0keV,0.146seconds,107Nb,B-,100%,2815.0keV,0.3seconds,107Mo,B-,100%,2310.54keV,3.5seconds,107Tc,B-,100%,1263.0keV,21.2seconds,107Ru,B-,100%,1062.37keV,225seconds,107Rh,B-,100%,431.65keV,1302seconds,107Pd,B-,100%,9.3keV,205120018834848seconds,107Ag,stable"
"107Y,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"107Y,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"107Y,B-,100%,3667.0keV,0.0335seconds,107Zr,B-N,23%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
