decay_routes
"233Am,EC+B+,95.5%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"233Am,A,4.5%,203.4keV,192seconds,229Np,A,68%,4687.24keV,240seconds,225Pa,A,100%,7230.0keV,1.7seconds,221Ac,A,100%,7677.9keV,0.052seconds,217Fr,A,100%,nothingkeV,0.000022seconds,213At,A,100%,9079.0keV,0.000000125seconds,209Bi,A,100%,3075.69keV,6.342942120892992e26seconds,205Tl,stable"
"233Am,A,4.5%,203.4keV,192seconds,229Np,EC,32%,EC not yet accounted for,240seconds,EC not yet accounted for"
