decay_routes
"77Co,B-,100%,5647.0keV,0.013seconds,77Ni,B-,100%,4481.0keV,0.1589seconds,77Cu,B-,100%,3266.37keV,0.4698seconds,77Zn,B-,100%,2535.28keV,2.08seconds,77Ga,B-,100%,0.0keV,13.2seconds,77Ge,B-,100%,630.55keV,40359.6seconds,77As,B-,100%,225.47keV,139644seconds,77Se,stable"
"77Co,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"77Co,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"77Co,B-,100%,5647.0keV,0.013seconds,77Ni,B-N,26%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"77Co,B-,100%,5647.0keV,0.013seconds,77Ni,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"77Co,B-,100%,5647.0keV,0.013seconds,77Ni,B-,100%,4481.0keV,0.1589seconds,77Cu,B-N,30.1%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
