decay_routes
"226Np,A,100%,8030.0keV,0.035seconds,222Pa,A,100%,4227.89keV,0.0029seconds,218Ac,A,100%,nothingkeV,0.00000103seconds,214Fr,A,100%,8419.85keV,0.0055seconds,210At,EC+B+,99.825%,0.311keV,29160seconds,210Po,A,100%,5304.38keV,11955686.4seconds,206Pb,stable"
"226Np,A,100%,8030.0keV,0.035seconds,222Pa,A,100%,4227.89keV,0.0029seconds,218Ac,A,100%,nothingkeV,0.00000103seconds,214Fr,A,100%,8419.85keV,0.0055seconds,210At,A,0.175%,9.52keV,29160seconds,206Bi,EC+B+,100%,0.00422keV,539395.2seconds,206Pb,stable"
