decay_routes
"62Ga,EC+B+,100%,3856.14keV,0.116121seconds,62Zn,EC+B+,100%,20.95keV,33094.8seconds,62Cu,EC+B+,100%,1290.4keV,580.2seconds,62Ni,stable"
"62Ga,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
