decay_routes
"64Ge,EC+B+,100%,1121.97keV,63.7seconds,64Ga,EC+B+,100%,1700.77keV,157.62seconds,64Zn,stable"
"64Ge,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
