decay_routes
"149Gd,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"149Gd,A,0.00043%,0.0keV,801792seconds,145Sm,EC,100%,EC not yet accounted for,29376000seconds,EC not yet accounted for"
