decay_routes
"256Lr,A,85%,7178.96keV,27.9seconds,252Md,EC,100%,EC not yet accounted for,138seconds,EC not yet accounted for"
"256Lr,EC,15%,EC not yet accounted for,27.9seconds,EC not yet accounted for"
"256Lr,SF,0.03%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
