decay_routes
"37Al,B-,100%,2229.36keV,0.0107seconds,37Si,B-,100%,4143.33keV,0.09seconds,37P,B-,100%,2633.67keV,2.31seconds,37S,B-,100%,799.85keV,303seconds,37Cl,stable"
"37Al,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"37Al,B-,100%,2229.36keV,0.0107seconds,37Si,B-N,17%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"37Al,B-,100%,2229.36keV,0.0107seconds,37Si,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
