decay_routes
"133Sn,B-,100%,3400.0keV,1.46seconds,133Sb,B-,100%,509.55keV,140.4seconds,133Te,B-,100%,679.29keV,750seconds,133I,B-,100%,405.05keV,74988seconds,133Xe,B-,100%,100.16keV,453384seconds,133Cs,stable"
"133Sn,B-N,0.0294%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
