decay_routes
"107Nb,B-,100%,2815.0keV,0.3seconds,107Mo,B-,100%,2310.54keV,3.5seconds,107Tc,B-,100%,1263.0keV,21.2seconds,107Ru,B-,100%,1062.37keV,225seconds,107Rh,B-,100%,431.65keV,1302seconds,107Pd,B-,100%,9.3keV,205120018834848seconds,107Ag,stable"
