decay_routes
"219Th,A,100%,nothingkeV,0.000001025seconds,215Ra,A,100%,8670.22keV,0.00166seconds,211Rn,EC,72.6%,EC not yet accounted for,52560seconds,EC not yet accounted for"
"219Th,A,100%,nothingkeV,0.000001025seconds,215Ra,A,100%,8670.22keV,0.00166seconds,211Rn,A,27.4%,1585.63keV,52560seconds,207Po,EC+B+,99.979%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"219Th,A,100%,nothingkeV,0.000001025seconds,215Ra,A,100%,8670.22keV,0.00166seconds,211Rn,A,27.4%,1585.63keV,52560seconds,207Po,A,0.021%,1.07keV,20880seconds,203Pb,EC,100%,EC not yet accounted for,186912seconds,EC not yet accounted for"
