decay_routes
"151Ba,B-,100%,2183.0keV,0.167seconds,151La,B-,100%,2202.0keV,0.457seconds,151Ce,B-,100%,1440.0keV,1.76seconds,151Pr,B-,100%,1114.3keV,18.9seconds,151Nd,B-,100%,576.3keV,746.4seconds,151Pm,B-,100%,279.9keV,102240seconds,151Sm,B-,100%,19.5keV,2840123337.71328seconds,151Eu,A, %,0.0keV,5.36467741568064e25seconds,147Pm,B-,100%,61.93keV,82786439.60174465seconds,147Sm,A,100%,2248.0keV,3.3860581570737213e18seconds,143Nd,stable"
"151Ba,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"151Ba,B-,100%,2183.0keV,0.167seconds,151La,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
