decay_routes
"103Nb,B-,100%,2111.0keV,1.5seconds,103Mo,B-,100%,1250.0keV,67.5seconds,103Tc,B-,100%,976.73keV,54.2seconds,103Ru,B-,100%,63.64keV,3390940.8seconds,103Rh,stable"
