decay_routes
"11Be,B-,100%,4652.45keV,13.76seconds,11B,stable"
"11Be,B-A,3.1%,B-A not yet accounted for,B-A not accounted for ,B-A not yet accounted for"
"11Be,B-P,0.00083%,B-P not yet accounted for,B-P not accounted for ,B-P not yet accounted for"
