decay_routes
"171Gd,B-,100%,1988.0keV, seconds,171Tb,B-,100%,1594.0keV,1.24seconds,171Dy,B-,100%,549.45keV,4.1seconds,171Ho,B-,100%,902.97keV,53seconds,171Er,B-,100%,358.79keV,27057.6seconds,171Tm,B-,100%,23.76keV,60589297.87121664seconds,171Yb,stable"
"171Gd,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"171Gd,B-,100%,1988.0keV, seconds,171Tb,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
