decay_routes
"11Li,B-,100%,6738.91keV,0.00875seconds,11Be,B-,100%,4652.45keV,13.76seconds,11B,stable"
"11Li,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"11Li,B-,100%,6738.91keV,0.00875seconds,11Be,B-A,3.1%,B-A not yet accounted for,B-A not accounted for ,B-A not yet accounted for"
"11Li,B-,100%,6738.91keV,0.00875seconds,11Be,B-P,0.00083%,B-P not yet accounted for,B-P not accounted for ,B-P not yet accounted for"
