decay_routes
"200Po,EC+B+,88.9%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"200Po,A,11.1%,650.67keV,690.6seconds,196Pb,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"200Po,A,11.1%,650.67keV,690.6seconds,196Pb,A,0.00003%,0.0keV,2220seconds,192Hg,EC,100%,EC not yet accounted for,17460seconds,EC not yet accounted for"
