decay_routes
"88Tc,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"88Tc,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
