decay_routes
"158W,A,100%,6445.0keV,0.00125seconds,154Hf,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"158W,A,100%,6445.0keV,0.00125seconds,154Hf,A,0%,0.0keV,2seconds,150Yb,stable"
