decay_routes
"121Ba,EC+B+,100%,0.0keV,29.7seconds,121Cs,EC+B+,100%,1717.87keV,155seconds,121Xe,EC+B+,100%,534.99keV,2406seconds,121I,EC+B+,100%,49.91keV,7632seconds,121Te,EC+B+,100%,0.0keV,1656288seconds,121Sb,stable"
