decay_routes
"73Cu,B-,100%,1985.0keV,4.2seconds,73Zn,B-,100%,1742.62keV,24.5seconds,73Ga,B-,100%,443.29keV,17496seconds,73Ge,stable"
"73Cu,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
