decay_routes
"41S,B-,100%,2766.67keV,1.99seconds,41Cl,B-,100%,1559.7keV,38.4seconds,41Ar,B-,100%,464.05keV,6576.6seconds,41K,stable"
"41S,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
