decay_routes
"98In,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"98In,ECP,0.13%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
