decay_routes
"268Hs,A,100%,Energy not foundkeV,0.4seconds,264Sg,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"268Hs,A,100%,Energy not foundkeV,0.4seconds,264Sg,A,36%,Energy not foundkeV,0.037seconds,260Rf,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
