decay_routes
"109Xe,A,100%,4018.8keV,0.013seconds,105Te,A,100%,Energy not foundkeV,0.00000062seconds,101Sn,EC+B+,100%,0.0keV,1.7seconds,EC+B+ not yet accounted for"
"109Xe,A,100%,4018.8keV,0.013seconds,105Te,A,100%,Energy not foundkeV,0.00000062seconds,101Sn,ECP,26%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
