decay_routes
"165Pm,B-,100%,2579.0keV, seconds,165Sm,B-,100%,1963.0keV,0.98seconds,165Eu,B-,100%,1830.0keV,2.3seconds,165Gd,B-,100%,620.39keV,10.3seconds,165Tb,B-,100%,911.56keV,126.6seconds,165Dy,B-,100%,440.9keV,8395.2seconds,165Ho,stable"
"165Pm,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"165Pm,B-,100%,2579.0keV, seconds,165Sm,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
