decay_routes
"248Md,EC,80%,EC not yet accounted for,7seconds,EC not yet accounted for"
"248Md,A,20%,1666.0keV,7seconds,244Es,EC,96%,EC not yet accounted for,37seconds,EC not yet accounted for"
"248Md,A,20%,1666.0keV,7seconds,244Es,A,4%,0.0keV,37seconds,240Bk,ECSF,0.002%,ECSF not yet accounted for,ECSF not accounted for ,ECSF not yet accounted for"
"248Md,A,20%,1666.0keV,7seconds,244Es,A,4%,0.0keV,37seconds,240Bk,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
