decay_routes
"161Sm,B-,100%,1507.0keV,4.8seconds,161Eu,B-,100%,1235.0keV,26seconds,161Gd,B-,100%,558.86keV,219.6seconds,161Tb,B-,100%,155.69keV,595296seconds,161Dy,A, %,0.0keV, seconds,157Gd,stable"
