decay_routes
"50Fe,EC+B+,100%,3236.47keV,0.152seconds,50Mn,EC+B+,100%,3099.76keV,0.28319seconds,50Cr,2EC, %,2EC not yet accounted for,2EC not accounted for ,2EC not yet accounted for"
"50Fe,ECP,0%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
