decay_routes
"114Ba,EC+B+,99.1%,0.0keV,0.43seconds,EC+B+ not yet accounted for"
"114Ba,ECP,20%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"114Ba,A,0.9%,30.69keV,0.43seconds,110Xe,A,64%,3745.0keV,0.093seconds,106Te,A,100%,nothingkeV,0.00007seconds,102Sn,EC+B+,100%,1147.96keV,3.8seconds,EC+B+ not yet accounted for"
"114Ba,A,0.9%,30.69keV,0.43seconds,110Xe,EC+B+,36%,0.0keV,0.093seconds,EC+B+ not yet accounted for"
"114Ba,A,0.9%,30.69keV,0.43seconds,110Xe,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
