decay_routes
"65Ge,EC+B+,100%,2113.2keV,30.9seconds,65Ga,EC+B+,100%,799.32keV,912seconds,65Zn,EC+B+,100%,2.02keV,21075552seconds,65Cu,stable"
"65Ge,ECP,0.011%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
