decay_routes
"54K,B-,100%,5322.83keV,0.01seconds,54Ca,B-,100%,4058.18keV,0.107seconds,54Sc,B-,100%,3535.1keV,0.526seconds,54Ti,B-,100%,3224.7keV,2.1seconds,54V,B-,100%,1539.4keV,49.8seconds,54Cr,stable"
"54K,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"54K,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"54K,B-,100%,5322.83keV,0.01seconds,54Ca,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"54K,B-,100%,5322.83keV,0.01seconds,54Ca,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"54K,B-,100%,5322.83keV,0.01seconds,54Ca,B-,100%,4058.18keV,0.107seconds,54Sc,B-N,16%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
