decay_routes
"128Pm,EC,100%,EC not yet accounted for,1seconds,EC not yet accounted for"
"128Pm,A, %,Energy not foundkeV,1seconds,124Pr,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"128Pm,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"128Pm,A, %,Energy not foundkeV,1seconds,124Pr,ECP,0%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
