decay_routes
"24F,B-,100%,4503.33keV,0.39seconds,24Ne,B-,100%,803.48keV,202.8seconds,24Na,B-,100%,554.56keV,53989.2seconds,24Mg,stable"
"24F,B-N,5.9%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
