decay_routes
"69Fe,B-,100%,4046.0keV,0.11seconds,69Co,B-,100%,3561.0keV,0.227seconds,69Ni,B-,100%,1372.62keV,11.4seconds,69Cu,B-,100%,889.13keV,171seconds,69Zn,B-,100%,321.6keV,3384seconds,69Ga,stable"
"69Fe,B-,100%,4046.0keV,0.11seconds,69Co,B-,100%,3561.0keV,0.227seconds,69Ni,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
