decay_routes
"174Ho,B-,100%,549.05keV,3.2seconds,174Er,B-,100%,584.35keV,192seconds,174Tm,B-,100%,389.6keV,324seconds,174Yb,stable"
"174Ho,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
