decay_routes
"274Bh,A,100%,0.0keV,44seconds,270Db,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"274Bh,SF, %,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"274Bh,A,100%,0.0keV,44seconds,270Db,A, %,0.0keV,54000seconds,266Lr,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
