decay_routes
"22Al,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"22Al,B+P,55%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"22Al,B+2P,1.1%,B+2P not yet accounted for,B+2P not accounted for ,B+2P not yet accounted for"
