decay_routes
"94Cd,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"94Cd,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
