decay_routes
"131In,B-,100%,3300.0keV,0.28seconds,131Sn,B-,100%,1558.0keV,56seconds,131Sb,B-,100%,647.7keV,1381.8seconds,131Te,B-,100%,689.97keV,1500seconds,131I,B-,100%,181.85keV,693377.28seconds,131Xe,stable"
"131In,B-N,2%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
