decay_routes
"113Xe,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"113Xe,ECP,7%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"113Xe,A,0.011%,0.298keV,2.74seconds,109Te,EC+B+,96.1%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"113Xe,A,0.011%,0.298keV,2.74seconds,109Te,B+P,9.4%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"113Xe,A,0.011%,0.298keV,2.74seconds,109Te,A,3.9%,123.2keV,4.4seconds,105Sn,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"113Xe,A,0.011%,0.298keV,2.74seconds,109Te,A,3.9%,123.2keV,4.4seconds,105Sn,B+P,0.011%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
