decay_routes
"99Sn,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"99Sn,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
