decay_routes
"110Tc,B-,100%,3009.26keV,0.9seconds,110Ru,B-,100%,1126.59keV,12.04seconds,110Rh,B-,100%,1150.0keV,3.35seconds,110Pd,stable"
"110Tc,B-N,0.04%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
