decay_routes
"175Ho,B-,100%,649.82keV,1.9seconds,175Er,B-,100%,1131.65keV,72seconds,175Tm,B-,100%,254.2keV,912seconds,175Yb,B-,100%,112.73keV,361584seconds,175Lu,stable"
"175Ho,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
