decay_routes
"144Te,B-,100%,2496.0keV, seconds,144I,stable"
"144Te,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"144Te,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
