decay_routes
"45P,B-, %,Energy not foundkeV,0.0000002seconds,45S,B-,100%,3791.1keV,0.068seconds,45Cl,B-,100%,4487.2keV,0.413seconds,45Ar,B-,100%,1871.16keV,21.48seconds,45K,B-,100%,983.1keV,1068.6seconds,45Ca,B-,100%,76.86keV,14049504seconds,45Sc,stable"
"45P,B-, %,Energy not foundkeV,0.0000002seconds,45S,B-N,54%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"45P,B-, %,Energy not foundkeV,0.0000002seconds,45S,B-,100%,3791.1keV,0.068seconds,45Cl,B-N,24%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
