decay_routes
"171Hg,A,100%,Energy not foundkeV,0.000059seconds,167Pt,A,100%,6982.0keV,0.0007seconds,163Os,A,100%,0.0keV,0.0055seconds,159W,A,99.9%,6263.52keV,0.0073seconds,155Hf,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"171Hg,A,100%,Energy not foundkeV,0.000059seconds,167Pt,A,100%,6982.0keV,0.0007seconds,163Os,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"171Hg,A,100%,Energy not foundkeV,0.000059seconds,167Pt,A,100%,6982.0keV,0.0007seconds,163Os,A,100%,0.0keV,0.0055seconds,159W,EC+B+,0.1%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
