decay_routes
"81Mo,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"81Mo,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
