decay_routes
"84Nb,EC+B+,100%,3867.52keV,9.8seconds,84Zr,EC+B+,100%,0.0keV,1548seconds,84Y,EC+B+,100%,975.71keV,2370seconds,84Sr,stable"
"84Nb,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
