decay_routes
"214Fr,A,100%,8419.85keV,0.0055seconds,210At,EC+B+,99.825%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"214Fr,A,100%,8419.85keV,0.0055seconds,210At,A,0.175%,9.52keV,29160seconds,206Bi,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
