decay_routes
"142Dy,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"142Dy,ECP,0.06%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
