decay_routes
"281Cn,A,100%,0.0keV,0.13seconds,277Ds,A,100%,0.0keV,0.0041seconds,273Hs,A,100%,0.0keV,0.76seconds,269Sg,A,100%,0.0keV,186seconds,265Rf,SF,100%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
