decay_routes
"54Sc,B-,100%,3535.1keV,0.526seconds,54Ti,B-,100%,3224.7keV,2.1seconds,54V,B-,100%,1539.4keV,49.8seconds,54Cr,stable"
"54Sc,B-N,16%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
