decay_routes
"116Rh,B-,100%,2956.7keV,0.68seconds,116Pd,B-,100%,995.24keV,11.8seconds,116Ag,B-,100%,1950.29keV,230seconds,116Cd,2B-, %,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
