decay_routes
"210At,EC+B+,99.825%,0.311keV,29160seconds,210Po,A,100%,5304.38keV,11955686.4seconds,206Pb,stable"
"210At,A,0.175%,9.52keV,29160seconds,206Bi,EC+B+,100%,0.00422keV,539395.2seconds,206Pb,stable"
