decay_routes
"153Yb,EC+B+,90%,1643.74keV,4.2seconds,EC+B+ not yet accounted for"
"153Yb,A,10%,0.0keV,4.2seconds,149Er,EC+B+,100%,910.28keV,4seconds,EC+B+ not yet accounted for"
"153Yb,B+P,0.008%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"153Yb,A,10%,0.0keV,4.2seconds,149Er,ECP,7%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
