decay_routes
"166Gd,B-,100%,1174.0keV,4.8seconds,166Tb,B-,100%,1966.9keV,25.1seconds,166Dy,B-,100%,125.05keV,293760seconds,166Ho,B-,100%,664.94keV,96566.4seconds,166Er,stable"
