decay_routes
"114I,EC+B+,100%,0.0keV,2.1seconds,114Te,EC+B+,100%,131.79keV,912seconds,114Sb,EC+B+,100%,1251.43keV,209.4seconds,114Sn,stable"
"114I,B+P, %,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
