decay_routes
"150Lu,P,70.9%,0.0keV,P not accounted for ,149Yb,ECP,100%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"150Lu,EC+B+,29.1%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"150Lu,P,70.9%,0.0keV,P not accounted for ,149Yb,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
