decay_routes
"70Cu,B-,100%,1329.05keV,44.5seconds,70Zn,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
"70Cu,B-,100%,1329.05keV,44.5seconds,70Zn,2B-, %,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
