decay_routes
"106Sb,EC+B+, %,0.0keV,0.6seconds,106Sn,EC+B+,100%,495.36keV,115seconds,106In,EC+B+,100%,1297.56keV,372seconds,106Cd,2B+, %,2B+ not yet accounted for,2B+ not accounted for ,2B+ not yet accounted for"
