decay_routes
"52Co,EC+B+,100%,0.0keV,0.104seconds,52Fe,EC+B+,100%,188.67keV,29790seconds,52Mn,EC+B+,100%,71.03keV,483062.4seconds,52Cr,stable"
"52Co,B+P, %,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
